"","GENE","ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","ABCC3","ACOX2","ACSL3","AHCYL1","AK2","AKAP1","ARF1","ARHGDIB","ARL6IP1","ARNT2","ARPC1B","ASF1A","ATP6AP1","BAG4","BIRC2","BMP7","BRCA1","BTF3","BUB1","BUB3","KIT","C10orf116","C10orf67","C11orf45","C11orf54","C4A","C5orf13","CABP4","CASP1","CASP3","CASP7","CCNG2","CCNH","CD38","CD3D","CD4","CD58","CD59","CDH1","CDKN2D","CDKN3","CEBPG","CENPE","CES2","CETN3","CHAF1B","CHI3L1","CHI3L2","CKS1B","CKS2","CLDN3","CLDN4","CLGN","CLTC","COX5A","CP","CRABP1","CSE1L","CSRP2","CST6","CTNNA1","CX3CL1","CXCL9","DAZAP2","DLX5","DUSP4","DUSP6","DYRK4","ECHDC1","EIF2C2","EPHX2","EPOR","ETFA","EXOSC9","EXT2","FABP7","FADD","FAM3C","FANCA","FBL","FEM1B","FGF12","FKBP11","FOLR1","FUBP1","FUCA1","FUT8","GARS","GART","GATA3","GATM","GLG1","GPSM2","GSTK1","GSTM1","GSTP1","GTPBP4","H1F0","H3F3B","HDAC2","HINT1","HIPK2","HLA.DRB1","HMGB2","HOXB6","HTATIP2","IDH2","IFI30","IFI6","IFITM1","IGBP1","IGFBP2","IL13RA1","IMPA2","INPP4B","INSM1","ISG15","ISG20","ITGB4","KCNMA1","KIAA0101","KIAA0182","KIF13B","KIF2C.1","KRT13","KRT14.1","KRT15","KRT16","KRT17.1","KRT18","HBA2","LIPE","IVL","LEP","ITPKA","CNN1","ABP1","C6","GPD1","MUC2","MYH2","PYGM","RDH5","ROS1","TNNC2","IL20","MYO3B","AQPEP","PLAC9","ARMC3","MS4A15","SKA1","HEPACAM","LRRN4CL","SKA3","PI16","VSTM2A","SCUBE3","CNIH2","MAMDC2","ASPM","PRSS33","PYDC1","LOC283392","NPW","TMEM145","IGSF10","TUSC5","S100A7A","GPIHBP1","GPR109A","LST.3TM12","FAM5C","KY","SBSN","C9orf169","SPDYC","KRTDAP","SAMD5","CSAG3","C14orf180","DEFB132","C4orf40","KLHL31","PRRT4","CXADRP3","SULT1C3","LMOD2","CT45A1","HEPN1","FAM196A","NBPF6","LRTM2","LOC728264","MAGEA9B","PLIN4","GAGE2D","FAM72A","FAM196B","GAGE12D","PDE2A","PDE3B","PDK4","PENK","PFKFB1","PITX1","PLIN1","PLK1","FXYD1","PPARG","PPP1R1A","PPP2R2C","MASP1","PVALB","PYGM.1","RBP4","RDH5.1","ROS1.1","RRM2.1","S100A8","S100A9","S100P","SAA1","SAA2","SERPINB3","SERPINB4","SCN3A","SCN4A","SRL","CCL11","CCL14","CXCL11","SFTPB","SIX3","SLC1A6","SLC2A4","SLC6A4","SLN","SOX2","SPRR1B","AURKA","SYT4","TDO2","TFR2","TIMP4","TK1","CLEC3B","TNNC2.1","TNNC1","TNNI1","TNNI2","TNNI3","TNNT3","IDH3","IFI6.1","ISG15.1","STAT1","ISG20.1","CXCL9.1","CASP1.1","NMI","YES1","SOD2","SNRPD1","EIF2C2.1","GARS.1","SOX4","SUBTYPE"
"11","TCGA-A7-A3J0-01A-11R-A213-07",875,2641,9621,6714,825,4487,2458,198,1822,1279,7649,6561,1051,3823,3592,9484,94616,435,107,52879,111,1659,3199,1355,2417,2136,8127,12937,4813,942,7,5440,29254,1288,2873,10693,5271,664,645,441,131991,2039,781,2439,3184,151245,1403,1105,1337,1037,5588,1383,9265,23649,6745,7490,52444,5957,21171,48308,12843,1480,34633,1053,6566,11,2125,38189,1529,8929,303,11124,5,157,3067,88483,1044,7,556,2020,2286,5820,2523,172,325,3345,441,49446,54968,1831,363,4942,742,5257,1171,430,7771,690,2153,1363,3382,4854,761,57530,3842,18386,1507,8574,134,41,21485,5027,11026,18926,58,12312,6511,887,2908,1046,3986,209,2824,1398,8145,0,2522,3358,1227,7978,7564,1446,3310,46,6486,3911,3966,7870,5490,48484,939,20423,1905,7182,910,7195,4539,16658,45666,6816,8625,14653,26190,5751,10534,3268,8450,9154,6017,6114,6152,14082,12921,563,534,19359,2392,591,1346,4304,459,23514,17164,1355,3,2417,36909,485,2136,45130,6714,88483,3592,45666,7649,6714,3199,4304,5027,1831,5271,1227,325,1227,875,1659,875,2641,1659,875,1480,34633,1053,6566,2641,1659,875,1227,23649,690,875,875,2641,9621,6714,825,4487,2458,198,1822,1279,7649,6561,6816,8625,14653,26190,5751,10534,3268,825,4487,2458,198,1822,1279,7649,6561,1051,3823,3592,9484,94616,435,363,4942,742,5257,1171,430,7771,690,2153,1363,3382,4854,1288,2873,10693,5271,664,645,441,131991,2039,1355,3,2417,36909,485,2136,45130,6714,88483,2641,1659,875,1480,34633,1053,6566,2641,1659,875,1227,23649,690,875,NA,NA,NA,NA,NA,462,54139,45250,832,782,10214,1329,2239,314,861,4643,14082,645,441,131991,2039,781,2439,3184,151245,2641,325,1227,4487,"LumA"
"12","TCGA-A8-A09B-01A-11R-A00Z-07",669,1268,2683,7006,304,4551,2435,133,865,933,452,4306,463,5309,293,27592,72397,631,282,24429,219,3352,1475,902,813,736,723,21249,7032,324,36,3678,28447,36698,1174,4660,30703,279,385,111,77717,1728,611,1604,1649,74322,517,677,701,737,3880,1757,5728,12034,5374,7043,36049,12935,24373,12319,6048,1275,16968,885,2820,269,1634,28381,655,7469,1349,8104,2,116,1241,166835,3632,89,415,1399,2660,5860,1331,6,77,1480,306,24859,35534,637,194,2677,617,2872,1082,659,900,1370,1794,742,3860,17536,719,43901,2075,104,55,6307,261,102,39484,767,521,16503,25,12097,2667,727,1120,760,1735,601,1751,1321,3790,0,1170,2361,363,5976,5644,94,796,24,4758,2474,2016,5985,3624,36670,1985,8802,1233,9384,11,2265,2898,25949,31667,6830,9272,21382,6489,4484,127,619,7401,4759,5936,12260,4200,6293,14683,789,3365,2161,1690,704,4007,792,556,7589,12677,902,179,813,58795,561,736,66615,7006,166835,293,31667,452,7006,1475,792,767,637,30703,363,77,363,669,3352,669,1268,3352,669,1275,16968,885,2820,1268,3352,669,363,12034,1370,669,669,1268,2683,7006,304,4551,2435,133,865,933,452,4306,6830,9272,21382,6489,4484,127,619,304,4551,2435,133,865,933,452,4306,463,5309,293,27592,72397,631,194,2677,617,2872,1082,659,900,1370,1794,742,3860,17536,36698,1174,4660,30703,279,385,111,77717,1728,902,179,813,58795,561,736,66615,7006,166835,1268,3352,669,1275,16968,885,2820,1268,3352,669,363,12034,1370,669,NA,NA,NA,NA,NA,339,28988,3790,393,333,2164,585,2045,716,711,1945,6293,385,111,77717,1728,611,1604,1649,74322,1268,77,363,4551,"LumA"
"13","TCGA-AN-A0AR-01A-11R-A00Z-07",4071,3003,8325,3497,4850,2237,4799,964,3842,1435,5689,10984,7251,124,385,6377,211,584,756,1335,5066,132,941,2290,336,469,45428,2126,1762,2757,229,14188,928,7153,4019,12909,57,708,1616,1528,10,44513,1775,4814,19285,10687,194,2280,2333,2869,105,14,15010,9588,3696,5785,40818,13444,24061,2210,10876,2161,10499,284,3568,883,598,18181,1487,11209,17885,358,1,330,1720,727,8235,2,188,2074,1834,1762,681,19,79,1330,643,32725,12711,750,1450,4003,788,1450,510,1381,1675,1856,6183,4379,10071,18560,142,17142,1292,8,13336,7394,2652,34,20098,7407,288,6518,4,392,817,3431,8765,3238,720,243,3405,707,6265,162,2942,2806,1128,25526,2150,116,1626,1314,5173,2016,1360,10125,3823,12447,1896,7491,3969,9631,9,31512,7826,23380,64268,17277,7023,3370,4859,6594,36,4487,29564,9511,1175,941,4183,26801,2768,1214,15,3,885,3307,11001,1793,814,2353,1948,2290,95,336,5983,103,469,21182,3497,727,385,64268,5689,3497,941,1793,7407,750,57,1128,79,1128,4071,132,4071,3003,132,4071,2161,10499,284,3568,3003,132,4071,1128,9588,1856,4071,4071,3003,8325,3497,4850,2237,4799,964,3842,1435,5689,10984,17277,7023,3370,4859,6594,36,4487,4850,2237,4799,964,3842,1435,5689,10984,7251,124,385,6377,211,584,1450,4003,788,1450,510,1381,1675,1856,6183,4379,10071,18560,7153,4019,12909,57,708,1616,1528,10,44513,2290,95,336,5983,103,469,21182,3497,727,3003,132,4071,2161,10499,284,3568,3003,132,4071,1128,9588,1856,4071,NA,NA,NA,NA,NA,7023,3370,4859,6594,36,4487,29564,9511,1175,941,4183,26801,1616,1528,10,44513,1775,4814,19285,10687,3003,79,1128,2237,"LumA"
"14","TCGA-BH-A0BW-01A-11R-A115-07",165,5087,751,1282,2308,2425,1473,912,1997,2319,49440,9546,1520,952,3228,16735,794,1771,132,839,6290,490,1521,2090,4521,16173,217,18,13630,756,6212,8166,360,3923,1972,1452,233,1557,1191,712,28,4316,688,5159,3439,9954,23,3992,1552,1191,319,13,10008,9041,6550,7100,21899,11283,14332,4968,11027,1236,10645,414,10286,2036,2199,6574,2794,3222,1025,500,4,544,2123,27213,2710,68,3347,3915,2267,9638,654,959,327,6206,1221,41789,81651,439,251,4937,4349,2938,752,1039,36943,12589,2729,1174,4977,24616,763,93379,3091,34531,129,7778,1345,39,20338,16693,22452,8329,190,360,1630,453,2529,1910,1935,30,4347,2312,9180,220,1417,9338,4050,2466,7027,17,927,78,8936,2186,1517,5427,3887,2533,1027,27748,2162,3577,390,8351,7170,12847,34448,4480,5363,3916,61267,7795,23,4972,9541,14632,39644,19486,1476,509,13676,1426,564,4,12255,1986,33281,437,952,8491,1421,2090,7,4521,4944,2016,16173,6489,1282,27213,3228,34448,49440,1282,1521,437,16693,439,233,4050,327,4050,165,490,165,5087,490,165,1236,10645,414,10286,5087,490,165,4050,9041,12589,165,165,5087,751,1282,2308,2425,1473,912,1997,2319,49440,9546,4480,5363,3916,61267,7795,23,4972,2308,2425,1473,912,1997,2319,49440,9546,1520,952,3228,16735,794,1771,251,4937,4349,2938,752,1039,36943,12589,2729,1174,4977,24616,3923,1972,1452,233,1557,1191,712,28,4316,2090,7,4521,4944,2016,16173,6489,1282,27213,5087,490,165,1236,10645,414,10286,5087,490,165,4050,9041,12589,165,NA,NA,NA,NA,NA,5363,3916,61267,7795,23,4972,9541,14632,39644,19486,1476,509,1191,712,28,4316,688,5159,3439,9954,5087,327,4050,2425,"LumA"
"15","TCGA-C8-A132-01A-31R-A115-07",529,2249,2337,4364,313,4193,2574,155,1241,515,6495,5750,534,2837,1240,383074,33810,436,357,22533,914,2285,21110,1010,11510,18704,14379,1304,5801,646,415,4035,18867,37312,1457,2609,2591,647,515,324,2691,2209,688,2566,6953,51044,130,1196,1113,505,1490,799,13279,8506,5575,1710,31297,17924,16932,2130,7163,1571,20395,678,3791,296,775,29659,1147,6279,1921,2235,0,88,1547,73847,4235,97,931,2408,1873,7859,1637,278,509,4719,411,42027,59926,301,188,1812,1225,3576,1204,460,9155,460,1034,1294,1860,9693,256,30699,3545,1304,208,8031,438,624,29395,4222,13433,15651,29,1463,6592,880,2410,703,488,113,4368,1057,4350,31,1775,2714,813,3736,7897,530,1400,388,4510,1927,2917,7028,4450,20745,473,14601,879,4802,3,4121,2952,9807,21470,8085,4873,4537,18277,3950,166,1171,17034,6758,7820,6742,3571,3444,14509,314,1856,22,2391,876,13749,629,479,14437,1810,1010,3,11510,3838,1087,18704,118968,4364,73847,1240,21470,6495,4364,21110,629,4222,301,2591,813,509,813,529,2285,529,2249,2285,529,1571,20395,678,3791,2249,2285,529,813,8506,460,529,529,2249,2337,4364,313,4193,2574,155,1241,515,6495,5750,8085,4873,4537,18277,3950,166,1171,313,4193,2574,155,1241,515,6495,5750,534,2837,1240,383074,33810,436,188,1812,1225,3576,1204,460,9155,460,1034,1294,1860,9693,37312,1457,2609,2591,647,515,324,2691,2209,1010,3,11510,3838,1087,18704,118968,4364,73847,2249,2285,529,1571,20395,678,3791,2249,2285,529,813,8506,460,529,NA,NA,NA,NA,NA,4873,4537,18277,3950,166,1171,17034,6758,7820,6742,3571,3444,515,324,2691,2209,688,2566,6953,51044,2249,509,813,4193,"LumB"
"16","TCGA-E2-A1L6-01A-11R-A13Q-07",587,1687,5500,10246,465,6920,1201,115,1060,846,4523,4312,971,3076,1000,19282,22940,415,72,28768,499,5361,1207,819,3799,6591,10867,14014,8544,646,514,4332,24337,6864,1025,4721,32580,605,583,164,51868,2792,1058,3595,15104,303300,319,1957,778,708,3883,5248,11063,19618,6799,4339,37809,22897,18848,16185,6061,1633,17520,1003,4772,346,1163,48107,866,12312,1441,3175,28,243,1829,177897,3939,151,1910,2113,4200,21075,3059,12,136,3550,1007,52974,31371,379,394,2912,739,2620,1489,630,4295,2345,1558,1252,1507,8201,1500,39471,4035,1455,85,8034,330,48,39198,3054,983,21485,43,5366,8934,1015,3340,315,1586,216,3247,1437,5236,132,1654,4053,346,4892,9221,28,1956,190,6848,5750,5487,5381,3911,41516,1946,9370,1466,9404,10,5788,2742,23187,40867,7479,10401,12811,10024,6396,1014,1552,7997,6195,9623,5789,6112,13516,14583,399,3620,36,1814,537,12627,3696,1155,7296,5144,819,143,3799,49971,135,6591,49822,10246,177897,1000,40867,4523,10246,1207,3696,3054,379,32580,346,136,346,587,5361,587,1687,5361,587,1633,17520,1003,4772,1687,5361,587,346,19618,2345,587,587,1687,5500,10246,465,6920,1201,115,1060,846,4523,4312,7479,10401,12811,10024,6396,1014,1552,465,6920,1201,115,1060,846,4523,4312,971,3076,1000,19282,22940,415,394,2912,739,2620,1489,630,4295,2345,1558,1252,1507,8201,6864,1025,4721,32580,605,583,164,51868,2792,819,143,3799,49971,135,6591,49822,10246,177897,1687,5361,587,1633,17520,1003,4772,1687,5361,587,346,19618,2345,587,NA,NA,NA,NA,NA,10401,12811,10024,6396,1014,1552,7997,6195,9623,5789,6112,13516,583,164,51868,2792,1058,3595,15104,303300,1687,136,346,6920,"LumA"
"17","TCGA-BH-A0BL-01A-11R-A115-07",2940,4599,1453,1918,1727,2431,3808,1239,2420,1490,24195,17054,2636,975,2735,11577,386,1211,163,234,11571,526,1019,1954,2674,56772,28575,352,4340,1641,676,17586,1163,68053,5221,5073,715,2392,2296,1032,414,8162,1728,2799,7958,11987,16,4778,2015,1135,894,170,10104,9315,6298,4171,36165,17361,35928,3071,11893,1866,9086,631,4933,262,1391,17057,3692,7249,3799,2424,22,191,907,20749,16469,18,2102,4973,2792,4876,1044,376,579,7306,890,32631,35794,622,1158,4234,2176,2504,811,1540,6872,5455,4050,2350,2701,15167,174,36798,3743,1090,13933,13137,3297,85,26099,12499,35309,12206,66,1046,3924,1861,4063,1587,946,169,4288,1917,8418,141,1731,4094,2024,6745,6403,110,1353,431,6537,2061,4195,8829,8925,5290,1231,24275,2132,6939,3,12171,7850,13855,33089,15053,7677,7607,33963,16273,150,2248,12081,15360,9384,10931,3080,4297,20101,2317,474,20,3129,836,6693,601,1051,9573,2650,1954,5,2674,4276,1043,56772,11540,1918,20749,2735,33089,24195,1918,1019,601,12499,622,715,2024,579,2024,2940,526,2940,4599,526,2940,1866,9086,631,4933,4599,526,2940,2024,9315,5455,2940,2940,4599,1453,1918,1727,2431,3808,1239,2420,1490,24195,17054,15053,7677,7607,33963,16273,150,2248,1727,2431,3808,1239,2420,1490,24195,17054,2636,975,2735,11577,386,1211,1158,4234,2176,2504,811,1540,6872,5455,4050,2350,2701,15167,68053,5221,5073,715,2392,2296,1032,414,8162,1954,5,2674,4276,1043,56772,11540,1918,20749,4599,526,2940,1866,9086,631,4933,4599,526,2940,2024,9315,5455,2940,NA,NA,NA,NA,NA,7677,7607,33963,16273,150,2248,12081,15360,9384,10931,3080,4297,2296,1032,414,8162,1728,2799,7958,11987,4599,579,2024,2431,"Basal"
"18","TCGA-A8-A08I-01A-11R-A00Z-07",534,2974,5039,16918,1124,4120,5095,551,4986,2695,1111,13720,1466,2614,591,14887,173346,1179,961,32470,1701,2842,1113,4181,561,433,576,21716,10848,4031,62,14640,12371,3161,3882,3136,1223,2682,1360,888,27485,5836,1332,3806,452,286572,230,8999,3403,2361,1941,601,16820,16725,12564,7422,59616,20331,61904,16288,10267,1165,26242,1542,4842,29,3934,30987,2648,12552,625,4691,14,259,1842,369492,2474,120,2415,2900,5331,4700,1682,1624,1288,19905,1071,25246,97519,889,1057,4367,2031,12432,1291,1553,41627,549,2169,1813,1132,5179,973,52672,3555,131893,824,18815,598,85,32860,1072,40705,34443,24,2384,2426,1194,1769,1580,1539,749,2880,1199,9349,6,3002,3338,5274,15138,9116,27,2192,9,10800,10028,5240,6405,6787,29889,1877,25546,4099,7557,65,4520,3563,28666,26967,3726,14404,38266,144450,15112,110,2713,11051,31229,122393,53163,6390,3749,27697,4787,1420,538,6315,1911,624,15762,1553,12940,10739,4181,2,561,242,4,433,30796,16918,369492,591,26967,1111,16918,1113,15762,1072,889,1223,5274,1288,5274,534,2842,534,2974,2842,534,1165,26242,1542,4842,2974,2842,534,5274,16725,549,534,534,2974,5039,16918,1124,4120,5095,551,4986,2695,1111,13720,3726,14404,38266,144450,15112,110,2713,1124,4120,5095,551,4986,2695,1111,13720,1466,2614,591,14887,173346,1179,1057,4367,2031,12432,1291,1553,41627,549,2169,1813,1132,5179,3161,3882,3136,1223,2682,1360,888,27485,5836,4181,2,561,242,4,433,30796,16918,369492,2974,2842,534,1165,26242,1542,4842,2974,2842,534,5274,16725,549,534,NA,NA,NA,NA,NA,14404,38266,144450,15112,110,2713,11051,31229,122393,53163,6390,3749,1360,888,27485,5836,1332,3806,452,286572,2974,1288,5274,4120,"LumB"
"19","TCGA-A8-A07O-01A-11R-A00Z-07",1272,16041,4897,1856,5712,1198,6668,5523,14548,3569,32016,25170,4166,919,1756,9629,1467,4517,826,584,7079,262,2456,7471,14,745,9,434,7183,3603,232,17727,306,3739,9756,52161,513,2095,4142,1858,161,6770,2344,5969,6220,16891,19,6177,5264,4984,290,37,13622,14883,40945,13487,76598,6231,36700,884,14034,1728,12298,6557,11339,787,3157,14157,7677,13730,798,209,1,440,1940,2081,3751,9,1043,4415,2769,3528,830,124,167,4016,1098,48257,20664,632,466,2963,3273,1851,598,2040,43424,13436,25398,5341,3037,23144,295,58959,3908,113601,6550,16899,1540,19,23858,2356,558,16571,1033,158,1298,921,990,5641,795,31,2336,1401,4039,112,3093,2748,5273,7520,14918,75,1300,146,10655,1449,1422,10949,11808,2385,363,17683,5151,5339,61,22907,10487,13267,30842,12163,7182,5922,5058,16177,58,4448,26889,11110,4468,3656,815,6176,6480,19145,206,57,2302,345,2338,481,1274,10165,1022,7471,3,14,1091,1351,745,16988,1856,2081,1756,30842,32016,1856,2456,481,2356,632,513,5273,167,5273,1272,262,1272,16041,262,1272,1728,12298,6557,11339,16041,262,1272,5273,14883,13436,1272,1272,16041,4897,1856,5712,1198,6668,5523,14548,3569,32016,25170,12163,7182,5922,5058,16177,58,4448,5712,1198,6668,5523,14548,3569,32016,25170,4166,919,1756,9629,1467,4517,466,2963,3273,1851,598,2040,43424,13436,25398,5341,3037,23144,3739,9756,52161,513,2095,4142,1858,161,6770,7471,3,14,1091,1351,745,16988,1856,2081,16041,262,1272,1728,12298,6557,11339,16041,262,1272,5273,14883,13436,1272,NA,NA,NA,NA,NA,7182,5922,5058,16177,58,4448,26889,11110,4468,3656,815,6176,4142,1858,161,6770,2344,5969,6220,16891,16041,167,5273,1198,"Basal"
"20","TCGA-EW-A423-01A-11R-A24H-07",766,544,3786,2415,930,10887,2182,246,1425,910,884,3143,610,3211,45,31999,67168,338,679,24474,167,6421,2151,1047,1433,771,933,5471,3855,448,35,2202,49946,35571,2164,914,35325,432,481,361,124,1009,1187,879,561,13786,648,763,2189,1202,895,883,6246,11671,10771,3512,111468,46967,16317,4605,13642,1658,25834,179,1921,41,1056,46545,319,11110,713,4468,0,246,1012,45157,5231,206,780,2461,1726,7167,1573,24,353,4367,811,12327,21685,479,163,4172,475,2668,659,993,550,73,3094,1083,40000,28231,1614,22212,6922,92,2,6723,329,16,26509,1242,3830,18970,50,1622,2101,840,774,223,2608,2015,2707,1752,5441,13,10752,2172,792,12300,2965,85,4947,1181,1977,5706,3065,5333,2954,53110,1368,7293,1175,17100,21,2163,2876,9498,27361,6106,14990,3365,17838,6694,142,2003,18232,24649,7250,10145,4644,6632,9669,511,520,20,5686,1094,11176,1046,1238,11486,10793,1047,1,1433,1098,13,771,78156,2415,45157,45,27361,884,2415,2151,1046,1242,479,35325,792,353,792,766,6421,766,544,6421,766,1658,25834,179,1921,544,6421,766,792,11671,73,766,766,544,3786,2415,930,10887,2182,246,1425,910,884,3143,6106,14990,3365,17838,6694,142,2003,930,10887,2182,246,1425,910,884,3143,610,3211,45,31999,67168,338,163,4172,475,2668,659,993,550,73,3094,1083,40000,28231,35571,2164,914,35325,432,481,361,124,1009,1047,1,1433,1098,13,771,78156,2415,45157,544,6421,766,1658,25834,179,1921,544,6421,766,792,11671,73,766,NA,NA,NA,NA,NA,14990,3365,17838,6694,142,2003,18232,24649,7250,10145,4644,6632,481,361,124,1009,1187,879,561,13786,544,353,792,10887,"Basal"
"21","TCGA-A2-A3XY-01A-11R-A239-07",2079,2664,4161,2047,1555,2894,3902,5713,6484,1278,16662,6512,2174,1100,1880,15810,215,1035,940,243,8742,438,1271,2990,26256,73997,30220,577,2679,2188,6866,38366,542,63894,5800,13770,126,1136,1521,1347,338,19217,1831,3195,21113,11161,20,2504,3801,1704,809,256,6090,12773,11392,7597,43331,12015,23409,4860,15577,2390,10272,295,5940,2254,1012,20297,3115,30600,4271,5557,0,288,1360,9163,11873,40,1587,3128,2854,4123,1420,252,882,7961,829,27913,26206,934,482,5307,1578,3605,650,788,13836,2195,8087,2081,3691,25440,19,32043,6833,2614,11786,18761,2881,54,24072,14503,15932,14016,1055,1784,4239,1383,1745,1894,679,177,5274,2502,8090,5654,3490,4319,1648,11000,7551,28,1962,140,6286,2118,1863,15997,7047,809,571,22483,2402,7315,1562,29428,12662,14051,54200,12731,8138,3431,23301,36842,1018,1830,21603,19208,57400,34572,2885,3336,6573,2660,276,28,23836,3120,6515,312,2143,9443,1318,2990,1,26256,15941,18149,73997,6988,2047,9163,1880,54200,16662,2047,1271,312,14503,934,126,1648,882,1648,2079,438,2079,2664,438,2079,2390,10272,295,5940,2664,438,2079,1648,12773,2195,2079,2079,2664,4161,2047,1555,2894,3902,5713,6484,1278,16662,6512,12731,8138,3431,23301,36842,1018,1830,1555,2894,3902,5713,6484,1278,16662,6512,2174,1100,1880,15810,215,1035,482,5307,1578,3605,650,788,13836,2195,8087,2081,3691,25440,63894,5800,13770,126,1136,1521,1347,338,19217,2990,1,26256,15941,18149,73997,6988,2047,9163,2664,438,2079,2390,10272,295,5940,2664,438,2079,1648,12773,2195,2079,NA,NA,NA,NA,NA,8138,3431,23301,36842,1018,1830,21603,19208,57400,34572,2885,3336,1521,1347,338,19217,1831,3195,21113,11161,2664,882,1648,2894,"LumA"
"22","TCGA-3C-AALI-01A-11R-A41B-07",266,2880,1339,487,1581,3445,3453,419,1193,1017,1495,4102,1053,1807,136,357915,126,907,4034,11125,96,6948,48957,1528,575,1133,726,350,1696,897,16,4203,32321,17626,7894,325,1051,540,909,874,50,1397,1017,5920,187,3125,1470,1323,2485,1847,16249,1546,5019,3456,2150,9835,22555,7993,14093,127,6228,286,5958,280,1217,420,717,9149,1702,3846,132,3308,2,79,1023,12424,1354,9,417,2391,1408,5083,592,205,388,2491,185,7420,25564,1134,999,1704,988,2008,366,436,1923,64,1627,1580,3910,15164,705,54618,4360,370,156,5051,264,19,17056,1281,22165,8775,37,7572,2050,227,736,472,1829,1334,4259,1001,3296,1,1347,1313,1115,3425,6333,278,958,11,2337,888,708,3774,1455,13678,3002,7572,1037,3064,168,1827,1713,12828,32561,2129,4288,1490,8215,5795,3873,2916,13685,9609,5431,3682,1205,1449,6288,609,631,1,1694,998,10540,310,1415,8969,6009,1528,1,575,231,9,1133,58920,487,12424,136,32561,1495,487,48957,310,1281,1134,1051,1115,388,1115,266,6948,266,2880,6948,266,286,5958,280,1217,2880,6948,266,1115,3456,64,266,266,2880,1339,487,1581,3445,3453,419,1193,1017,1495,4102,2129,4288,1490,8215,5795,3873,2916,1581,3445,3453,419,1193,1017,1495,4102,1053,1807,136,357915,126,907,999,1704,988,2008,366,436,1923,64,1627,1580,3910,15164,17626,7894,325,1051,540,909,874,50,1397,1528,1,575,231,9,1133,58920,487,12424,2880,6948,266,286,5958,280,1217,2880,6948,266,1115,3456,64,266,NA,NA,NA,NA,NA,4288,1490,8215,5795,3873,2916,13685,9609,5431,3682,1205,1449,909,874,50,1397,1017,5920,187,3125,2880,388,1115,3445,"LumA"
"23","TCGA-AN-A0XO-01A-11R-A109-07",1065,1998,6488,13303,855,3250,4270,160,1962,1079,10548,8138,1051,7335,820,36667,69511,919,264,36561,195,4695,2167,1451,11804,22634,10738,20529,7323,712,232,4907,16852,32172,1519,2318,23786,710,575,321,29028,826,1421,3380,1451,203859,1492,1547,1247,766,1464,423,12846,18892,8562,7900,65937,25489,24410,3337,7751,1489,19714,2359,4034,421,1449,72815,1599,9321,371,10047,0,126,2080,119928,6440,87,1496,3076,4434,10740,2098,2,22,913,391,51308,35995,462,438,2426,776,2841,1414,1023,4186,597,2397,1621,11928,21645,524,64865,5448,18605,1027,11014,521,504,75754,3141,131,30069,92,3990,3905,1222,652,870,1372,236,3799,1353,6778,0,2260,3551,430,8162,7679,31,764,304,7464,3565,4489,7310,5281,44803,3086,11671,1547,7112,10830,5872,3821,27488,48643,7914,12640,9093,5282,6197,215,1428,22682,4438,5293,23264,5447,8685,25065,1418,5771,8,1773,478,14495,2243,966,7972,3243,1451,3,11804,3869,1189,22634,120363,13303,119928,820,48643,10548,13303,2167,2243,3141,462,23786,430,22,430,1065,4695,1065,1998,4695,1065,1489,19714,2359,4034,1998,4695,1065,430,18892,597,1065,1065,1998,6488,13303,855,3250,4270,160,1962,1079,10548,8138,7914,12640,9093,5282,6197,215,1428,855,3250,4270,160,1962,1079,10548,8138,1051,7335,820,36667,69511,919,438,2426,776,2841,1414,1023,4186,597,2397,1621,11928,21645,32172,1519,2318,23786,710,575,321,29028,826,1451,3,11804,3869,1189,22634,120363,13303,119928,1998,4695,1065,1489,19714,2359,4034,1998,4695,1065,430,18892,597,1065,NA,NA,NA,NA,NA,12640,9093,5282,6197,215,1428,22682,4438,5293,23264,5447,8685,575,321,29028,826,1421,3380,1451,203859,1998,22,430,3250,"Basal"
